id;nom;type_filtre_1;gb_type_filtre_1;themes_tags_filtre_2;gb_themes_tags_filtre_2;filiere_filtre_3;filiere_picto;numfil;gb_sector_filtre_3;esr_filtre_4;departement;hebergeur;adresse;cp;ville;label_innov_up_incubation_2023;gb_label_innov_up;liens_avec_etablissement_esr;gb_linked_with_higher_education_and_research_institutions;accueil_d_entreprises_etrangeres;gb_foreign_business_accommodation;w3;raison_sociale;siret;incubateur;accelerateur;date_mise_a_jour;adresse_complete;coordxy;nombre_de_themes_tags;theme_1_popin;theme_2_popin;theme_3_popin;theme_4_popin;theme_5_popin;gb_theme_1_popin;gb_theme_2_popin;gb_theme_3_popin;gb_theme_4_popin;gb_theme_5_popin
143;Les Ateliers de Paris, Incubateur des métiers de la création;Incubateur;Incubator;Luxe / Beauté / Cosmétique / Mode / Textile;Luxury / Beauty / Cosmetic / Fashion / Textile;5. Luxe et cosmétique;5_luxur.jpg;5;5. Luxury & Cosmetics;Non;75.0;;30 rue du Faubourg Saint-Antoine;75012.0;Paris;Non;No;;;;;https://www.bdmma.paris/accompagnement/incubateur/;Ville deParis;;oui;non;2023_06_14;30 rue du Faubourg Saint-Antoine;48.852407,2.371645;1.0;Luxe / Beauté / Cosmétique / Mode / Textile;;;;;Luxury / Beauty / Cosmetic / Fashion / Textile;;;;
148;ADC (au-delà du cuir);Incubateur;Incubator;Luxe / Beauté / Cosmétique / Mode / Textile;Luxury / Beauty / Cosmetic / Fashion / Textile;5. Luxe et cosmétique;5_luxur.jpg;5;5. Luxury & Cosmetics;Non;75.0;;64 rue de Cléry;75002.0;Paris;Non;No;;;;;https://www.audeladucuir.com/programmes/;;;oui;non;2023_06_14;64 rue de Cléry;48.868755,2.349015;1.0;Luxe / Beauté / Cosmétique / Mode / Textile;;;;;Luxury / Beauty / Cosmetic / Fashion / Textile;;;;
149;Start-up your Brand par l’Union des marques;Accélérateur;Accelerator;"Marketing / Publicité / Communication / Media;Biens de consommation / Retail / E-commerce";"Marketing / Advertising / Communication / Media;Consumer goods / Retail / E-commerce";1. Numérique, Industrie de la donnée et industries créatives;1_digit.jpg;1;1. DigitalTech, Data Industry, Creative & Cultural industries;Non;75.0;;251 boulevard Pereire;75017.0;Paris;Non;No;;;;;https://uniondesmarques.fr/nos-services/les-programmes-de-l%E2%80%99union-des-marques/programme-dacc%C3%A9l%C3%A9ration-de-start-ups/start-up-your-brand-le-programme;L'Union des Marques;78466953300027;non;oui;2023_06_14;251 boulevard Pereire;48.878795,2.286305;2.0;Marketing / Publicité / Communication / Media;Biens de consommation / Retail / E-commerce;;;;Marketing / Advertising / Communication / Media;Consumer goods / Retail / E-commerce;;;
157;Le Perqo, l'incubateur à impact de la Région Île-de-France;Incubateur;Incubator;"Impact environnemental, Durabilité, économie circulaire;Sport / Handicap / Bien-Etre;Impact social / Solidarité";"Environmental impact / Sustainability / Circular economy;Sport / Autonomy / Handicap / Well-being;Social impact / Solidarity";8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Non;93.0;Siège de la Région Île-de-France;2 rue Simone Veil;93400.0;Saint-Ouen-sur-Seine;Non;No;;;;;https://www.iledefrance.fr/le-perqo;Région Île-de-France;23750007900312;oui;non;2023_06_14;2 rue Simone Veil;48.912395,2.331462;3.0;Impact environnemental, Durabilité, économie circulaire;Sport / Handicap / Bien-Etre;Impact social / Solidarité;;;Environmental impact / Sustainability / Circular economy;Sport / Autonomy / Handicap / Well-being;Social impact / Solidarity;;
163;CCI Versailles-Yvelines;Incubateur;Incubator;;;8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Non;78.0;;21 avenue de Paris;78000.0;Versailles;Non;No;;;;;https://www.cci-paris-idf.fr/fr#1;;;oui;non;2023_06_14;21 avenue de Paris;48.801305,2.134968;;;;;;;;;;;
165;CCI Essonnes;Incubateur;Incubator;;;8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Non;91.0;;2 cours Monseigneur Roméro BP 135;91000.0;Evry-Courcouronnes;Non;No;;;;;https://www.cci-paris-idf.fr/fr#1;;;oui;non;2023_06_14;2 cours Monseigneur Roméro BP 135;48.624153,2.43059;;;;;;;;;;;
174;KEDGE BS - Campus Paris;Incubateur;Incubator;Etudiant;Student;8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Oui;75.0;;40 avenue des terroirs de France;75012.0;Paris;Non;No;;;;;https://entrepreneurship.kedge.edu;;;oui;non;2023_06_14;40 avenue des terroirs de France;48.831912,2.388676;;;;;;;;;;;
181;Ticket for Change;Incubateur;Incubator;;;8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Non;75.0;;98 rue d'Aboukir;75002.0;Paris;Non;No;;;;;https://www.ticketforchange.org/;;;oui;non;2023_06_14;98 rue d'Aboukir;48.86825,2.348805;;;;;;;;;;;
183;Vallée Sud BIO PARC;Incubateur;Incubator;;;4. Santé et soins;4_healt.jpg;4;4. Health & HealthCare;Non;92.0;;28 rue de la Redoute;92260.0;Fontenay-aux-Roses;Non;No;;;;;https://bioparc.valleesud.fr/;;;oui;non;2023_06_14;28 rue de la Redoute;48.794721,2.275116;;;;;;;;;;;
194;Le Village by CA;Incubateur, Accélérateur;Accelerator;;;8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Non;75.0;;55 rue de la Boétie;75008.0;Paris;Non;No;;;oui;yes;https://www.paris.levillagebyca.com/;LE VILLAGE BY CA PARIS;79902290000010;oui;oui;2023_06_14;55 rue de la Boétie;48.8733,2.31291;;;;;;;;;;;
195;Village by CA Brie Picardie;Incubateur, Accélérateur;Accelerator;"Impact environnemental, Durabilité, économie circulaire;Impact social / Solidarité";"Environmental impact / Sustainability / Circular economy;Social impact / Solidarity";2. Eco-construction, ville durable et intelligente, Energies vertes et décarbonnées;2_green.jpg;2;2. Eco-Construction, Smart City, Green Energy & free-carbon energy;Non;77.0;;3 rue de la Galmy;77700.0;Chessy;Non;No;;;oui;yes;https://briepicardie.levillagebyca.com/;VILLAGE BY CA BRIE PICARDIE;84884393400011;oui;oui;2023_06_14;3 rue de la Galmy;48.85608,2.77154;2.0;Impact environnemental, Durabilité, économie circulaire;Impact social / Solidarité;;;;Environmental impact / Sustainability / Circular economy;Social impact / Solidarity;;;
33;Evolen'up;Accélérateur;Accelerator;"Deeptech;Impact environnemental, Durabilité, économie circulaire;Energie renouvelable";"Deeptech;Environmental impact / Sustainability / Circular economy;Energy / Renewables";2. Eco-construction, ville durable et intelligente, Energies vertes et décarbonnées;2_green.jpg;2;2. Eco-Construction, Smart City, Green Energy & free-carbon energy;Non;92.0;;39 rue Louis Blanc;92400.0;Courbevoie;Non;No;;;oui;yes;https://www.evolenup.com/;EVOLEN;53458541900011;non;oui;2023_06_14;39 rue Louis Blanc;48.891443,2.252005;3.0;Deeptech;Impact environnemental, Durabilité, économie circulaire;Energie renouvelable;;;Deeptech;Environmental impact / Sustainability / Circular economy;Energy / Renewables;;
38;Genopole;Incubateur;Incubator;"Sciences de la vie, Santé, BioTech, Medtech, e-santé, Soins;Chimie / Matériaux;FoodTech, Agritech, Agrotech;Energie renouvelable;Développement de logiciels / Service Cloud / Big data (ou données de masse)";"Lifesciences / Health / Biotech / MedTech / eHealth / Healthcare;Chemistry / Materials;FoodTech / Agritech / Agrotech;Energy / Renewables;Software development / Cloud services / Big data";4. Santé et soins;4_healt.jpg;4;4. Health & HealthCare;Oui;91.0;Genopole Campus 1;20 rue Henri Desbruères;91030.0;Evry-Courcouronnes;Oui;Yes;GENOPOLE, université d'Evry, CEA, INRA, CNRS, INSERM;GENOPOLE, Evry University, CEA, INRA, CNRS, INSERM;oui;yes;https://www.genopole.fr;;18910014200026;oui;non;2023_06_14;20 rue Henri Desbruères;48.619075,2.450565;5.0;Sciences de la vie, Santé, BioTech, Medtech, e-santé, Soins;Chimie / Matériaux;FoodTech, Agritech, Agrotech;Energie renouvelable;Développement de logiciels / Service Cloud / Big data (ou données de masse);Lifesciences / Health / Biotech / MedTech / eHealth / Healthcare;Chemistery / Materials;FoodTech / Agritech / Agrotech;Energy / Renewables;Software development / Cloud services / Big data
47;INCOPLEX 77 Transition;Incubateur;Incubator;"Impact environnemental, Durabilité, économie circulaire;Automobile, Mobilité, Mobilité partagée;Energie renouvelable;Industrie / Logistique";"Environmental impact / Sustainability / Circular economy;Automotive / Mobility / Shared mobility;Energy / Renewables;Industry / Logistic";2. Eco-construction, ville durable et intelligente, Energies vertes et décarbonnées;2_green.jpg;2;2. Eco-Construction, Smart City, Green Energy & free-carbon energy;Non;77.0;;Place Dupont-Perrot;77310.0;Nangis;Oui;Yes;;;;;https://inco-group.co/;INCO Incubators;;oui;non;2023_06_14;Place Dupont-Perrot;48.557,3.011795;4.0;Impact environnemental, Durabilité, économie circulaire;Automobile, Mobilité, Mobilité partagée;Energie renouvelable;Industrie / Logistique;;Environmental impact / Sustainability / Circular economy;Automotive / Mobility / Shared mobility;Energy / Renewables;Industry / Logistic;
52;Incubateur de start-up Paris - IONIS 361;Incubateur;Incubator;;;8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Oui;75.0;;95 avenue Parmentier;75011.0;Paris;Non;No;IONIS Education Group;IONIS Education Group;;;https://www.ionis361.com/;Groupe IONIS;39182082600033;oui;non;2023_06_14;95 avenue Parmentier;48.866271,2.373615;;;;;;;;;;;
59;Télécom Paris;Incubateur;Incubator;"Deeptech;Développement de logiciels / Service Cloud / Big data (ou données de masse);AR /VR , Réalité augmentée / réalité Virtuelle, Jeu vidéo;Automobile, Mobilité, Mobilité partagée";"Deeptech;Software development / Cloud services / Big data;AR / VR / Gaming;Automotive / Mobility / Shared mobility";7. Deeptechs (IA, Cyber, Quantique…);7_deept.jpg;7;7. Deeptech (AI, Cyber, Quantum…);Oui;75.0;;9 rue Dareau;75014.0;Paris;Oui;Yes;Telecom Paris - IPP;Telecom Paris - IPP;;;https://incubateur-telecomparis.fr/;INSTITUT MINES TELECOM PARIS;;oui;non;2023_06_14;9 rue Dareau;48.831565,2.338504;4.0;Deeptech;Développement de logiciels / Service Cloud / Big data (ou données de masse);AR /VR , Réalité augmentée / réalité Virtuelle, Jeu vidéo;Automobile, Mobilité, Mobilité partagée;;Deeptech;Software development / Cloud services / Big data;AR / VR / Gaming;Automotive / Mobility / Shared mobility;
60;Télécom Paris - IPP @ STATION F;Incubateur;Incubator;"Deeptech;Développement de logiciels / Service Cloud / Big data (ou données de masse);AR /VR , Réalité augmentée / réalité Virtuelle, Jeu vidéo;Automobile, Mobilité, Mobilité partagée;Etudiant";"Deeptech;Software development / Cloud services / Big data;AR / VR / Gaming;Automotive / Mobility / Shared mobility;Student";7. Deeptechs (IA, Cyber, Quantique…);7_deept.jpg;7;7. Deeptech (AI, Cyber, Quantum…);Oui;75.0;Station F;5 parvis Alan Turing;75013.0;Paris;Oui;Yes;Telecom Paris - IPP;Telecom Paris - IPP;;;https://incubateur-telecomparis.fr/;INSTITUT MINES TELECOM PARIS;;oui;non;2023_06_14;Station F 5 parvis Alan Turing;48.834508,2.370634;5.0;Deeptech;Développement de logiciels / Service Cloud / Big data (ou données de masse);AR /VR , Réalité augmentée / réalité Virtuelle, Jeu vidéo;Automobile, Mobilité, Mobilité partagée;Etudiant;Deeptech;Software development / Cloud services / Big data;AR / VR / Gaming;Automotive / Mobility / Shared mobility;Student
77;L'Accélérateur ESS;Accélérateur;Accelerator;Impact social / Solidarité;Social impact / Solidarity;8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Non;78.0;;1 rue de la Libération;78350.0;Jouy-en-Josas;Non;No;;;;;https://www.hec.edu/fr/stories/hec-accelerateur-ess;HEC PARIS;;non;oui;2023_06_14;1 rue de la Libération;48.757325,2.169014;1.0;Impact social / Solidarité;;;;;Social impact / Solidarity;;;;
85;Le Moove Lab (Via ID et MOBILIANS) @ STATION F;Incubateur, Accélérateur;Incubator, Accelerator;Automobile, Mobilité, Mobilité partagée;Automotive / Mobility / Shared mobility;3. Aéronautique - Spatial - Défense - Mobilité durable et intelligente (dont automobile);3_mobil.jpg;3;3. Aeronautics / Space / Defense - Smart Mobility;Non;75.0;Station F;5 parvis Alan Turing;75013.0;Paris;Non;No;;;oui;yes;https://moove-lab.com/;;;oui;oui;2023_06_14;Station F 5 parvis Alan Turing;48.834508,2.370634;1.0;Automobile, Mobilité, Mobilité partagée;;;;;Automotive / Mobility / Shared mobility;;;;
109;Hub d'innovation de la Refactory Renault;Incubateur;Incubator;"Impact environnemental, Durabilité, économie circulaire;Automobile, Mobilité, Mobilité partagée;Energie renouvelable";"Environmental impact / Sustainability / Circular economy;Automotive / Mobility / Shared mobility;Energy / Renewables";3. Aéronautique - Spatial - Défense - Mobilité durable et intelligente (dont automobile);3_mobil.jpg;3;3. Aeronautics / Space / Defense - Smart Mobility;Non;78.0;Usine Renault;boulevard Pierre-Lefaucheux;78415.0;Aubergenville;Non;No;;;oui;yes;https://hub.refactorybyrenaultgroup.com/program/ref-refactory-2023?utm_source=site-schoolab&utm_medium=referral&utm_campaign=landing-candidature2023;Renault SAS;78012998703591;oui;non;2023_06_14;Usine Renault boulevard Pierre-Lefaucheux;48.976725,1.848941;3.0;Impact environnemental, Durabilité, économie circulaire;Automobile, Mobilité, Mobilité partagée;Energie renouvelable;;;Environmental impact / Sustainability / Circular economy;Automotive / Mobility / Shared mobility;Energy / Renewables;;
113;ShakeUp Factory @ Station F;Incubateur, Accélérateur;Incubator, Accelerator;FoodTech, Agritech, Agrotech;FoodTech / Agritech / Agrotech;6. Agriculture, agro-alimentaire et nutrition;6_agric.jpg;6;6. Agriculture, AgTech/Agri-Food, FoodTech;Non;75.0;Station F;5 parvis Alan Turing;75013.0;Paris;Non;No;;;;;http://shakeupfactory.co/;;82019996600012;oui;oui;2023_06_14;Station F 5 parvis Alan Turing;48.834508,2.370634;1.0;FoodTech, Agritech, Agrotech;;;;;FoodTech / Agritech / Agrotech;;;;
116;Space Green by NAVER / LINE @ STATION F;Incubateur;Incubator;"Industries Culturelles & Créatives;AR /VR , Réalité augmentée / réalité Virtuelle, Jeu vidéo;Marketing / Publicité / Communication / Media";"Cultural / Creative;AR / VR / Gaming;Marketing / Advertising / Communication / Media";1. Numérique, Industrie de la donnée et industries créatives;1_digit.jpg;1;1. DigitalTech, Data Industry, Creative & Cultural industries;Non;75.0;Station F;5 parvis Alan Turing;75013.0;Paris;Non;No;;;;;https://www.spacegreen.co/;NAVER;;oui;non;2023_06_14;Station F 5 parvis Alan Turing;48.834508,2.370634;3.0;Industries Culturelles & Créatives;AR /VR , Réalité augmentée / réalité Virtuelle, Jeu vidéo;Marketing / Publicité / Communication / Media;;;Cultural / Creative;AR / VR / Gaming;Marketing / Advertising / Communication / Media;;
140;INNOVATION & ENTREPRENEURSHIP CENTER HEC;Incubateur, Accélérateur;Incubator, Accelerator;"Etudiant;Impact social / Solidarité;Deeptech";"Student;Social impact / Solidarity;Deeptech";8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Oui;78.0;;1 rue de la Libération;78350.0;Jouy-en-Josas;Non;No;HEC;HEC;;;https://www.hec.edu/fr/faculte-et-recherche/centres/innovation-entrepreneurship-center;HEC PARIS;81775918600023;oui;oui;2023_06_14;1 rue de la Libération;48.757325,2.169014;3.0;Etudiant;Impact social / Solidarité;Deeptech;;;Student;Social impact / Solidarity;Deeptech;;
145;What's up Camille;Incubateur;Incubator;;;8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Non;75.0;;174-176 quai de Jemmapes;75010.0;Paris;Non;No;;;;;https://www.whatsupcamille.fr/;kiki Paris;;oui;non;2023_06_14;174-176 quai de Jemmapes;48.878932,2.367315;;;;;;;;;;;
175;La Dynamo;Incubateur;Incubator;;;8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Non;94.0;;94 avenue du Général De Gaulle;94000.0;Créteil;Non;No;;;;;https://sudestavenir.fr/incubateur-dentreprises-in;;;oui;non;2023_06_14;94 avenue du Général De Gaulle;48.796694,2.448206;;;;;;;;;;;
178;Le Village By CA Paris;Accélérateur;Accelerator;;;8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Non;75.0;;55 rue la Boétie;75008.0;Paris;Non;No;;;;;https://www.paris.levillagebyca.com/;;;non;oui;2023_06_14;55 rue la Boétie;48.873306,2.312924;;;;;;;;;;;
179;PI CUBE;Incubateur;Incubator;;;8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Non;78.0;;8 rue Marie et Robert Dubois;78200.0;Mantes-la-Jolie;Non;No;;;;;https:///gpseo.fr;;;oui;non;2023_06_14;8 rue Marie et Robert Dubois;48.990214,1.718417;;;;;;;;;;;
185;WACANO ORLY;Incubateur;Incubator;;;8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Non;91.0;;9 rue Hélène Boucher;91550.0;Paray-Vieille-Poste;Non;No;;;;;https://wacano.co/;;;oui;non;2023_06_14;9 rue Hélène Boucher;48.739992,2.35885;;;;;;;;;;;
186;WACANO SEINE;Incubateur;Incubator;;;8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Non;92.0;;25 quai Paul Doumer;92400.0;Courbevoie;Non;No;;;;;https://wacano.co/;;;oui;non;2023_06_14;25 quai Paul Doumer;48.891526,2.257818;;;;;;;;;;;
188;KB11, Creative Cluster;Accélérateur;Accelerator;;;8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Non;94.0;;11 rue Carnot;94270.0;Le Kremlin-Bicêtre;Non;No;;;;;https://www.creative-valley.fr/;;;non;oui;2023_06_14;11 rue Carnot;48.80948,2.364285;;;;;;;;;;;
8;Agoranov;Incubateur;Incubator;"Deeptech;Sciences de la vie, Santé, BioTech, Medtech, e-santé, Soins;Industrie / Logistique;Impact environnemental, Durabilité, économie circulaire;Développement de logiciels / Service Cloud / Big data (ou données de masse)";"Deeptech;Lifesciences / Health / Biotech / MedTech / eHealth / Healthcare;Industry / Logistic;Environmental impact / sustainability / circular economy;Software development / Cloud services / Big data";7. Deeptechs (IA, Cyber, Quantique…);7_deept.jpg;7;7. Deeptech (AI, Cyber, Quantum…);Oui;75.0;;96 bis bd Raspail;75006.0;Paris;Oui;Yes;Sorbonne Université, PSL, INRIA;Sorbonne University, PSL, INRIA;;;https://www.agoranov.com/;;43341799500043;oui;non;2023_06_14;96 bis bd Raspail;48.846184,2.32815;5.0;Deeptech;Sciences de la vie, Santé, BioTech, Medtech, e-santé, Soins;Industrie / Logistique;Impact environnemental, Durabilité, économie circulaire;Développement de logiciels / Service Cloud / Big data (ou données de masse);Deeptech;Lifesciences / Health / Biotech / MedTech / eHealth / Healthcare;Industry / Logistic;Environmental impact / sustainability / circular economy;Software development / Cloud services / Big data
25;Cyber @ STATION F by THALES;Accélérateur;Accelerator;"Deeptech;Aéronautique - Spatial - Défense;Développement de logiciels / Service Cloud / Big data (ou données de masse)";"Deeptech;Aeronautics / Space / Defense;Software development / Cloud services / Big data";7. Deeptechs (IA, Cyber, Quantique…);7_deept.jpg;7;7. Deeptech (AI, Cyber, Quantum…);Non;75.0;Station F;5 parvis Alan Turing;75013.0;Paris;Non;No;;;oui;yes;https://cyber-at-stationf.com/en/;;;non;oui;2023_06_14;Station F 5 parvis Alan Turing;48.834508,2.370634;3.0;Deeptech;Aéronautique - Spatial - Défense;Développement de logiciels / Service Cloud / Big data (ou données de masse);;;Deeptech;Aeronautics / Space / Defense;Software development / Cloud services / Big data;;
39;Grand Paris Sport;Incubateur;Incubator;Sport / Handicap / Bien-Etre;Sport / Autonomy / Handicap / Well-being;4. Santé et soins;4_healt.jpg;4;4. Health & HealthCare;Non;91.0;;500 place des Champs Elysées;91080.0;Evry-Courcouronnes;Non;No;;;oui;yes;https://www.incubateurgrandparissport.fr/;;;oui;non;2023_06_14;500 place des Champs Elysées;48.626032,2.423837;1.0;Sport / Handicap / Bien-Etre;;;;;Sport / Autonomy / Handicap / Well-being;;;;
51;Incubateur Paris-Dauphine - PSL;Incubateur;Incubator;;;8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Oui;75.0;Université Paris-Dauphine;place du Maréchal de Lattre de Tassigny;75016.0;Paris;Oui;Yes;Université Paris Dauphine-PSL;Paris Dauphine-PSL University;;;https://dauphine.psl.eu/vie-de-campus/incubateur;Université Paris-Dauphine;19754692200018;oui;non;2023_06_14;Université Paris-Dauphine place du Maréchal de Lattre de Tassigny;48.871747,2.274733;;;;;;;;;;;
53;Incubateur Descartes;Incubateur;Incubator;"Tourisme / Ville intelligente / PropTech;Impact environnemental, Durabilité, économie circulaire;Développement de logiciels / Service Cloud / Big data (ou données de masse);Sport / Handicap / Bien-Etre";"Tourism / Smart City / Proptech;Environmental impact / Sustainability / Circular economy;Software development / Cloud services / Big data;Sport / Autonomy / Handicap / Well-being";2. Eco-construction, ville durable et intelligente, Energies vertes et décarbonnées;2_green.jpg;2;2. Eco-Construction, Smart City, Green Energy & free-carbon energy;Oui;77.0;Maison de l'entreprise innovante;2 bis rue Alfred Nobel;77420.0;Champs-sur-Marne;Oui;Yes;Université Gustave Eiffel;Gustave Eiffel University;;;https://www.descartes-devinnov.com/incubateur-descartes/;Descartes Développement et innovation;52451433800036;oui;non;2023_06_14;Maison de l'entreprise innovante 2 bis rue Alfred Nobel;48.837421,2.586651;4.0;Toursime / Ville intelligente / PropTech;Impact environnemental, Durabilité, économie circulaire;Développement de logiciels / Service Cloud / Big data (ou données de masse);Sport / Handicap / Bien-Etre;;Tourism / Smart City / Proptech;Environmental impact / Sustainability / Circular economy;Software development / Cloud services / Big data;Sport / Autonomy / Handicap / Well-being;
55;Incubateur HEC @ STATION F;Incubateur, Accélérateur;Incubator, Accelerator;;;8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Oui;75.0;Station F;5 parvis Alan Turing;75013.0;Paris;Non;No;HEC;HEC;;;https://www.hec.edu/en/faculty-research/centers/idea-center/act/incubateur-hec-paris;HEC Paris;;oui;oui;2023_06_14;Station F 5 parvis Alan Turing;48.834508,2.370634;;;;;;;;;;;
58;Incubateur ISAE-Sup-méca;Incubateur;Incubator;Etudiant;Student;8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Oui;93.0;;3 rue Fernand Hainaut;93400.0;Saint-Ouen-sur-Seine;Non;No;ISAE;ISAE;;;https://www.isae-supmeca.fr/actualites/entreprise/une-premiere-entreprise-incubee-a-supmeca/;;19930603600013;oui;non;2023_06_14;3 rue Fernand Hainaut;48.919789,2.332739;1.0;Etudiant;;;;;Student;;;;
65;iPEPS @ Medtech medtech generator et accelerator;Incubateur, Accélérateur;Incubator, Accelerator;"Deeptech;Sciences de la vie, Santé, BioTech, Medtech, e-santé, Soins;Développement de logiciels / Service Cloud / Big data (ou données de masse)";"Deeptech;Lifesciences / Health / Biotech / MedTech / eHealth / Healthcare;Software development / Cloud services / Big data";4. Santé et soins;4_healt.jpg;4;4. Health & HealthCare;Oui;75.0;;187 rue du Chevaleret;75013.0;Paris;Oui;Yes;Institut du Cerveau;Institut du Cerveau;;;https://ipeps.institutducerveau-icm.org/;Institut du Cerveau - Paris Brain Institute;;oui;oui;2023_06_14;187 rue du Chevaleret;48.833871,2.368184;3.0;Deeptech;Sciences de la vie, Santé, BioTech, Medtech, e-santé, Soins;Développement de logiciels / Service Cloud / Big data (ou données de masse);;;Deeptech;Lifesciences / Health / Biotech / MedTech / eHealth / Healthcare;Software development / Cloud services / Big data;;
78;L'Escalator;Incubateur;Incubator, Accelerator;;;8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Non;92.0;;36-40 boulevard Raspail;92300.0;Levallois-Perret;Oui;Yes;;;oui;yes;https://lescalator.com/;;87923805300018;oui;non;2023_06_14;36-40 boulevard Raspail;48.898018,2.29183;;;;;;;;;;;
86;Neoma BS Start-up Lab Paris;Incubateur, Accélérateur;Incubator, Accelerator;"Education & Edtech;Automobile, Mobilité, Mobilité partagée;Etudiant";"Edtech;Automotive / Mobility / Shared mobility;Student";8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Oui;75.0;;6 rue Vandrezanne;75013.0;Paris;Non;No;Neoma Business School;Neoma Business School;;;https://startuplab.neoma-bs.fr/fr/;Neoma Business school;83429535400049;oui;oui;2023_06_14;6 rue Vandrezanne;48.828086,2.355553;3.0;Education & Edtech;Automobile, Mobilité, Mobilité partagée;Etudiant;;;Edtech;Automotive / Mobility / Shared mobility;Student;;
88;French Event Booster;Incubateur;Incubator;Marketing / Publicité / Communication / Media;Marketing / Advertising / Communication / Media;1. Numérique, Industrie de la donnée et industries créatives;1_digit.jpg;1;1. DigitalTech, Data Industry, Creative & Cultural industries;Non;75.0;;1 place de la Porte de Versailles;75015.0;Paris;Non;No;;;oui;yes;https://www.frencheventbooster.com/fr;;;oui;non;2023_06_14;1 place de la Porte de Versailles;48.832033,2.288708;1.0;Marketing / Publicité / Communication / Media;;;;;Marketing / Advertising / Communication / Media;;;;
90;Paris&Co - Labo de l'Édition;Incubateur;Incubator;"Industries Culturelles & Créatives;Marketing / Publicité / Communication / Media";"Cultural / Creative;Marketing / Advertising / Communication / Media";1. Numérique, Industrie de la donnée et industries créatives;1_digit.jpg;1;1. DigitalTech, Data Industry, Creative & Cultural industries;Non;75.0;;2 rue Saint-Médard;75005.0;Paris;Non;No;;;oui;yes;https://labodeledition.parisandco.paris/;;;oui;non;2023_06_14;2 rue Saint-Médard;48.843624,2.351237;2.0;Industries Culturelles & Créatives;Marketing / Publicité / Communication / Media;;;;Cultural / Creative;Marketing / Advertising / Communication / Media;;;
93;Paris&Co Esport;Incubateur, Accélérateur;Incubator, Accelerator;"Sport / Handicap / Bien-Etre;Industries Culturelles & Créatives;AR /VR , Réalité augmentée / réalité Virtuelle, Jeu vidéo";"Sport / Autonomy / Handicap / Well-being;Cultural / Creative;AR / VR / Gaming";1. Numérique, Industrie de la donnée et industries créatives;1_digit.jpg;1;1. DigitalTech, Data Industry, Creative & Cultural industries;Non;75.0;;14-16 rue Soleillet;75020.0;Paris;Non;No;;;oui;yes;https://level256.parisandco.paris/;;;oui;oui;2023_06_14;14-16 rue Soleillet;48.865534,2.391717;3.0;Sport / Handicap / Bien-Etre;Industries Culturelles & Créatives;AR /VR , Réalité augmentée / réalité Virtuelle, Jeu vidéo;;;Sport / Autonomy / Handicap / Well-being;Cultural / Creative;AR / VR / Gaming;;
100;Paris Biotech Santé;Incubateur;Incubator;"Deeptech;Sciences de la vie, Santé, BioTech, Medtech, e-santé, Soins;Développement de logiciels / Service Cloud / Big data (ou données de masse)";"Deeptech;Lifesciences / Health / Biotech / MedTech / eHealth / Healthcare;Software development / Cloud services / Big data";4. Santé et soins;4_healt.jpg;4;4. Health & HealthCare;Oui;75.0;;24 rue du faubourg Saint-Jacques;75014.0;Paris;Oui;Yes;Université Paris Cité, ESSEC, INSERM, AP-HP, CentraleSupelec Université de Paris-Saclay;Paris Cité University, ESSEC, INSERM, AP-HP, CentraleSupelec Université de Paris-Saclay;oui;yes;https://parisbiotechsante.org/;;43496931700024;oui;non;2023_06_14;24 rue du faubourg Saint-Jacques;48.837494,2.338534;3.0;Deeptech;Sciences de la vie, Santé, BioTech, Medtech, e-santé, Soins;Développement de logiciels / Service Cloud / Big data (ou données de masse);;;Deeptech;Lifesciences / Health / Biotech / MedTech / eHealth / Healthcare;Software development / Cloud services / Big data;;
